Origin,Destination,Mode,Distance (m),Duration (s),Traffic Duration (s),Timestamp,TTR,Day_Type,Temporal_Block,Day_Label ,Segment ,
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,206,"3/3/2026, 6:00:39 AM",0.869198312,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,506,"3/3/2026, 6:00:39 AM",0.846153846,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,218,"3/3/2026, 6:00:39 AM",0.931623932,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,606,"3/3/2026, 6:00:39 AM",0.735436893,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,180,"3/3/2026, 6:00:39 AM",0.829493088,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,167,"3/3/2026, 6:00:39 AM",0.707627119,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,140,"3/3/2026, 6:00:39 AM",0.804597701,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,93,"3/3/2026, 6:00:39 AM",0.563636364,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,206,"3/3/2026, 6:00:39 AM",0.710344828,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,469,"3/3/2026, 6:00:39 AM",0.855839416,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,230,"3/3/2026, 6:00:39 AM",0.845588235,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,200,"3/3/2026, 6:00:39 AM",0.787401575,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,294,"3/3/2026, 6:00:39 AM",0.844827586,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,186,"3/3/2026, 6:00:39 AM",0.877358491,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,523,"3/3/2026, 6:00:39 AM",0.889455782,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,489,"3/3/2026, 6:15:39 AM",1.004106776,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,429,"3/3/2026, 6:15:39 AM",0.944933921,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,250,"3/3/2026, 6:15:39 AM",0.798722045,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,298,"3/3/2026, 6:15:39 AM",0.780104712,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,203,"3/3/2026, 6:15:39 AM",0.856540084,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,509,"3/3/2026, 6:15:39 AM",0.851170569,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,222,"3/3/2026, 6:15:39 AM",0.948717949,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,623,"3/3/2026, 6:15:39 AM",0.756067961,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,182,"3/3/2026, 6:15:39 AM",0.838709677,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,175,"3/3/2026, 6:15:39 AM",0.741525424,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,147,"3/3/2026, 6:15:39 AM",0.844827586,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,92,"3/3/2026, 6:15:39 AM",0.557575758,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,218,"3/3/2026, 6:15:39 AM",0.751724138,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,472,"3/3/2026, 6:15:39 AM",0.861313869,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,231,"3/3/2026, 6:15:39 AM",0.849264706,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,205,"3/3/2026, 6:15:39 AM",0.807086614,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,300,"3/3/2026, 6:15:39 AM",0.862068966,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,187,"3/3/2026, 6:15:39 AM",0.882075472,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,526,"3/3/2026, 6:15:39 AM",0.894557823,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,499,"3/3/2026, 6:30:39 AM",1.024640657,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,417,"3/3/2026, 6:30:39 AM",0.918502203,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,255,"3/3/2026, 6:30:39 AM",0.814696486,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,297,"3/3/2026, 6:30:39 AM",0.777486911,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,202,"3/3/2026, 6:30:39 AM",0.852320675,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,518,"3/3/2026, 6:30:39 AM",0.866220736,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,225,"3/3/2026, 6:30:39 AM",0.961538462,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,630,"3/3/2026, 6:30:39 AM",0.764563107,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,185,"3/3/2026, 6:30:39 AM",0.852534562,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,185,"3/3/2026, 6:30:39 AM",0.783898305,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,150,"3/3/2026, 6:30:39 AM",0.862068966,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,89,"3/3/2026, 6:30:39 AM",0.539393939,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,213,"3/3/2026, 6:30:39 AM",0.734482759,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,485,"3/3/2026, 6:30:39 AM",0.885036496,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,234,"3/3/2026, 6:30:39 AM",0.860294118,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,204,"3/3/2026, 6:30:39 AM",0.803149606,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,298,"3/3/2026, 6:30:39 AM",0.856321839,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,185,"3/3/2026, 6:30:39 AM",0.872641509,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,534,"3/3/2026, 6:30:39 AM",0.908163265,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,504,"3/3/2026, 6:45:39 AM",1.034907598,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,414,"3/3/2026, 6:45:39 AM",0.911894273,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,257,"3/3/2026, 6:45:39 AM",0.821086262,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,302,"3/3/2026, 6:45:39 AM",0.790575916,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,205,"3/3/2026, 6:45:39 AM",0.864978903,Poya Long Weekend,Off-Peak,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,533,"3/3/2026, 6:45:39 AM",0.891304348,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,229,"3/3/2026, 6:45:39 AM",0.978632479,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,649,"3/3/2026, 6:45:39 AM",0.787621359,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,191,"3/3/2026, 6:45:39 AM",0.880184332,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,1462,236,210,"3/3/2026, 6:45:39 AM",0.889830508,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1350,174,160,"3/3/2026, 6:45:39 AM",0.91954023,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CM7+HG3, Dutugemunu Roundabout, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,813,165,96,"3/3/2026, 6:45:39 AM",0.581818182,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura","Hospital Roundabout, Anuradhapura",driving,1718,290,240,"3/3/2026, 6:45:39 AM",0.827586207,Poya Long Weekend,Off-Peak,Poya Long Weekend,"8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura ? Hospital Roundabout, Anuradhapura",
"Hospital Roundabout, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5488,548,499,"3/3/2026, 6:45:39 AM",0.910583942,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Hospital Roundabout, Anuradhapura","Wijayapura, Anuradhapura",driving,1866,272,239,"3/3/2026, 6:45:39 AM",0.878676471,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Hospital Roundabout, Anuradhapura ? Wijayapura, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1994,254,210,"3/3/2026, 6:45:39 AM",0.826771654,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"899X+44M, Unnamed Road, Anuradhapura","Wijayapura, Anuradhapura",driving,2662,348,302,"3/3/2026, 6:45:39 AM",0.867816092,Poya Long Weekend,Off-Peak,Poya Long Weekend,"899X+44M, Unnamed Road, Anuradhapura ? Wijayapura, Anuradhapura",
"Wijayapura, Anuradhapura","Lenin Mawatha, Anuradhapura",driving,1577,212,187,"3/3/2026, 6:45:39 AM",0.882075472,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? Lenin Mawatha, Anuradhapura",
"Wijayapura, Anuradhapura","622 Galkulama - Anuradhapura Rd, Dambulla 21100",driving,5125,588,546,"3/3/2026, 6:45:39 AM",0.928571429,Poya Long Weekend,Off-Peak,Poya Long Weekend,"Wijayapura, Anuradhapura ? 622 Galkulama - Anuradhapura Rd, Dambulla 21100",
"Sravasthipura, Anuradhapura","89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",driving,3831,487,505,"3/3/2026, 7:00:39 AM",1.036960986,Poya Long Weekend,Morning Rush,Poya Long Weekend,"Sravasthipura, Anuradhapura ? 89CJ+9H5, D S Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",driving,4188,454,412,"3/3/2026, 7:00:39 AM",0.907488987,Poya Long Weekend,Morning Rush,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,3083,313,265,"3/3/2026, 7:00:39 AM",0.846645367,Poya Long Weekend,Morning Rush,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",driving,2780,382,317,"3/3/2026, 7:00:39 AM",0.829842932,Poya Long Weekend,Morning Rush,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 8CF3+64J, Maithripala Senanayake Mawatha, Anuradhapura",
"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura","899X+44M, Unnamed Road, Anuradhapura",driving,2009,237,216,"3/3/2026, 7:00:39 AM",0.911392405,Poya Long Weekend,Morning Rush,Poya Long Weekend,"89CJ+9H5, D S Senanayake Mawatha, Anuradhapura ? 899X+44M, Unnamed Road, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Market Junction, Anuradhapura",driving,4995,598,546,"3/3/2026, 7:00:39 AM",0.913043478,Poya Long Weekend,Morning Rush,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Market Junction, Anuradhapura",
"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura","Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",driving,1943,234,233,"3/3/2026, 7:00:39 AM",0.995726496,Poya Long Weekend,Morning Rush,Poya Long Weekend,"Sri Maha Bodhi Vehicle Park, Sri Maha Bodhi Mawatha, Anuradhapura ? Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura",
"Market Junction, Anuradhapura","9C49+85P, Anuradhapura",driving,6140,824,670,"3/3/2026, 7:00:39 AM",0.813106796,Poya Long Weekend,Morning Rush,Poya Long Weekend,"Market Junction, Anuradhapura ? 9C49+85P, Anuradhapura",
"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura","8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",driving,1693,217,201,"3/3/2026, 7:00:39 AM",0.926267281,Poya Long Weekend,Morning Rush,Poya Long Weekend,"Buddha Jayanthi Roundabout, Buddha Jayanthi Round About, Anuradhapura ? 8CM7+HG3, Dutugemunu Roundabout, Anuradhapura",
